"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","STB_wt_1","STB_wt_2"
"ATP1A1",775.097084596486,0.612138655919416,0.106224683808303,5.76267807042011,8.27896192662126e-09,2.12255165414055e-07,29.7658838817987,28.4100722745782
"CD58",26.5136655507087,1.21551982272122,0.400619865005654,3.03409772928775,0.00241256262495506,0.0125198884161589,0.843366709984296,0.553442966387887
"MAN1A2",11187.3610589279,0.567351133641717,0.0787103202383958,7.2080907805144,5.67417992222022e-13,3.43724360672956e-11,439.542885321227,421.031736679585
"PHGDH",2577.89863129805,-0.613703831550227,0.111564259733092,-5.50089995683617,3.7785757530586e-08,8.4469210616458e-07,181.423062259563,183.466343357584
"NOTCH2",173.60813810654,0.70168977903491,0.170812910666006,4.10794345871747,3.99197794846597e-05,0.00040662022757212,6.54849445399571,5.81115114707281
"NBPF8",125.557160953729,0.735752311585268,0.201345727301852,3.65417394967736,0.000258011306978547,0.00197022420154026,3.96878451757316,4.79650570869502
"NBPF26",137.140785618555,1.21419773472893,0.208966453137743,5.81049118888272,6.22898113138625e-09,1.66635164024345e-07,4.31605316286081,2.90557557353641
"SRGAP2C",166.687231913698,-0.853674100782469,0.202525966969695,-4.2151340569094,2.49629862327688e-05,0.000268602584571211,13.0473791015218,13.2365109461103
"RNF115",91.6685116855882,-0.586499829811942,0.20770108859637,-2.8237686849668,0.00474626255068496,0.0215972943801482,6.54849445399571,6.27235361906272
"NBPF10",74.3010102129401,1.35861406917304,0.260426586953727,5.21687929433426,1.81962751691943e-07,3.44771529521576e-06,1.68673341996859,1.89093013515861
"PRKAB2",484.239775019674,-0.743978454481572,0.137305838358039,-5.41840364094038,6.01335338330235e-08,1.27127940653707e-06,37.8026725298843,34.8669068824369
"PDIA3P1",1235.19571116405,0.801572859894437,0.093564349413729,8.56707565346273,1.06146159671771e-17,1.32419961570724e-15,44.202337564471,38.879368388749
"GJA5",1001.6263669051,-1.17386748787776,0.114165300048858,-10.2821740701893,8.47929791615344e-25,2.01583308950063e-22,88.9999928065781,91.1797287124043
"AC245100.3",36.0663408520202,-1.64354098504521,0.379884744861948,-4.32642007154691,1.51552276977902e-05,0.000173555439468173,3.42307664640685,4.28918298950612
"LINC01138",34.2249727014935,-0.940209579165901,0.324152172690412,-2.90051913384479,0.00372545092882985,0.0178346055103557,2.62931974289222,2.9516958207354
"NBPF14",205.667995833739,1.08479647718243,0.169653190840637,6.39420026117537,1.61389798250465e-10,6.23776520845354e-09,5.65551793754175,6.04175238306776
"AC245297.1",1048.2835864664,0.51111596892872,0.0835109000471086,6.12035038109275,9.33698178674424e-10,3.07169635804118e-08,41.6722374345182,41.5543427262905
"NBPF19",82.3796912953333,0.845490255508805,0.22787732906073,3.71028684158168,0.000207024546444703,0.00164057187748633,2.57970993642255,2.81333507913842
"HIST2H4A",43.3285287153177,-1.28460018345236,0.302627498347918,-4.24482305958696,2.18765977619517e-05,0.000238653793766745,3.52229625934618,4.65814496709805
"AC239868.2",92.2740125295494,-0.757197902418013,0.219707706112635,-3.44638754741643,0.000568134961215519,0.00382194367929287,6.54849445399571,7.42535979903748
"CERS2",328.763155463635,-0.505256595353362,0.109545419906928,-4.61230232886632,3.98233196532417e-06,5.36656500139942e-05,21.9771442660614,22.2760793971124
"CELF3",44.5676301333971,4.17946684028721,0.633616627429796,6.59620764253112,4.21808058837824e-11,1.80774882359067e-09,0.297658838817987,0.0461202471989906
"THEM4",63.3173558552793,-0.824808088381402,0.233401559666295,-3.5338585121739,0.000409540248994367,0.00290552203678436,5.20902967931477,4.65814496709805
"TCHHL1",2512.77792753499,1.38453400427394,0.152839615359941,9.05873782143017,1.31968721215515e-19,1.95624222037117e-17,58.6387912471434,60.5558845722746
"PRR9",13381.2498222736,3.01620570173378,0.123915691018058,24.3407891038934,7.25734782000119e-131,9.1442582532015e-127,115.640458880788,106.122688804877
"S100A7",125.903675614753,2.56329034283864,0.307276966871711,8.34195406487731,7.30728406880709e-17,8.22069457740798e-15,1.28985496821128,1.52196815756669
"S100A4",47.834946911898,1.11242098759372,0.382369772827614,2.90928066663691,0.00362261478665268,0.0174550463907548,1.33946477468094,1.33748716877073
"S100A16",201.606878675367,-1.21840718937551,0.149403491406191,-8.15514535776791,3.48760161707953e-16,3.57266507115464e-14,19.5958735555175,17.2489724524225
"S100A14",209.735598607833,-1.12109427158863,0.132347679179326,-8.47082682930612,2.43657244910393e-17,2.86923484660837e-15,18.9509460714118,17.9868964076063
"S100A13",64.3443248602723,-0.924365423963818,0.277885187350186,-3.32642928102155,0.000879663381921173,0.0055088263480153,5.75473755048108,4.70426521429704
"IL6R",62.0029995739491,-0.659870750283651,0.228320592735578,-2.89010615458527,0.00385111756560063,0.0182971649044374,4.26644335639114,4.70426521429704
"RUSC1-AS1",122.292312968816,0.644121861685922,0.197887937596054,3.25498294393648,0.00113399175903374,0.00678778915146088,4.11761393698215,4.888746203093
"NAXE",228.369741059015,-0.651236656423717,0.170283270272685,-3.82443122792305,0.000131074325798896,0.00111783261445306,16.123187102641,16.7416497332336
"GPATCH4",1817.91084561517,0.631529940029587,0.0997254483719744,6.33268589251151,2.40929737054111e-10,8.92857260847589e-09,70.0986565416359,64.7067068201838
"IGSF8",242.864847527707,0.527908956440005,0.167708705230011,3.14777313268254,0.0016451932511826,0.00920056067457126,9.67391226158457,9.45465067579307
"PEA15",2413.37386653851,-0.541741492184415,0.0854248687791046,-6.34173045773443,2.27198569126792e-10,8.44454858701349e-09,171.5507107721,158.745890858925
"HSD17B7",399.978770189553,0.556622662183151,0.151081973274416,3.68424273339437,0.000229383572279324,0.00178629975940636,12.9481594885824,18.0330166548053
"NUF2",10.288078761739,-1.52323190285832,0.546483139736599,-2.78733558658829,0.00531434135930705,0.0237281010373029,1.09141574233262,1.01464543837779
"POGK",234.672170579197,-0.735285829603002,0.130330915949552,-5.6416838955357,1.68395051978769e-08,4.10401867491779e-07,19.0005558778815,16.0959662724477
"ATP1B1",3548.27254762759,1.96265510720552,0.117843088039902,16.6548173494992,2.79195269023407e-62,7.03572077938985e-59,56.9024480207052,60.2330428418817
"VAMP4",218.364538575932,-0.543895408134972,0.158603692827873,-3.42927329394053,0.000605199793565745,0.00402614435001499,15.081381166778,14.850719598075
"SOAT1",531.971020480457,-1.02516706091614,0.128188189234052,-7.99735971809647,1.2711546761341e-15,1.18641103105849e-13,44.1031179515317,46.0280067045926
"ACBD6",401.855836523224,-0.610395889530187,0.119672443748407,-5.10055506857913,3.38658826636631e-07,6.03550384104887e-06,28.6744681394661,28.1333507913842
"XPR1",253.936461570204,-0.543798565287523,0.154711903998635,-3.5149109488842,0.000439901472089982,0.00308445105639053,15.974357683232,18.8170608571881
"MR1",303.409368083596,0.918231174555164,0.154907797201844,5.92759816575738,3.07397590433553e-09,9.0074642778204e-08,9.12820439041826,9.91585314778297
"RGS16",1793.42013204074,-0.988535060661957,0.108684285046342,-9.09547374066506,9.41750011234798e-20,1.4126250168522e-17,153.542351023612,145.509379912815
"NPL",95.1410043148742,-0.918613293479988,0.221010358605205,-4.1564264194554,3.23264218322549e-05,0.000336900674182309,7.19342193810135,8.20940400142032
"LAMC1",163.812652302584,-0.682706839209406,0.176101896320307,-3.87677165024758,0.000105851616028067,0.000932026807794298,12.8985496821128,10.9766188333598
"LAMC2",64.7825221664187,-2.17402642325841,0.806890392348131,-2.69432681796071,0.00705309690030535,0.029761895828482,7.68952000279799,8.62448622621124
"NMNAT2",52.9969243077294,-1.23074637199415,0.377728064802617,-3.25828681180276,0.00112087059116342,0.00672522354698051,3.7703452916945,5.99563213586877
"NCF2",19.7118049988788,-1.50397436773489,0.431993868695668,-3.48147155948275,0.00049866673462809,0.00342035974758516,1.73634322643826,2.25989211275054
"C1orf21",489.247049802222,0.570662102773593,0.110914839790548,5.14504735210574,2.67453340013461e-07,4.88618744154335e-06,18.4548480067152,19.1399025875811
"FAM129A",191.452411849841,-1.74966950672402,0.176066321253378,-9.93755929168342,2.85742345199717e-23,5.62555242111942e-21,22.770901169576,19.554984812372
"AL136370.1",50.9469382422139,-0.663518189100273,0.244020870060672,-2.71910426733295,0.00654589701912865,0.0279717308857147,4.01839432404282,3.36677804552631
"KIF21B",15.986847705205,-1.35249001143741,0.463482044698417,-2.91810659529964,0.00352163940149493,0.0170598448515325,1.68673341996859,1.38360741596972
"TMEM9",160.993045347141,-0.807193645987205,0.228837964535497,-3.52735896609495,0.000419727300085766,0.00296776878848521,10.4180593586295,14.435637373284
"NAV1",252.875217729555,-0.938983746788241,0.155295007363685,-6.04645160671029,1.48070680371385e-09,4.64102132507325e-08,21.1833873625467,20.0623075315609
"RNPEP",281.024716431571,-0.767260157580905,0.142310289104642,-5.3914594820107,6.98877186999714e-08,1.45792260864179e-06,18.8021166520028,23.8441678018781
"MYBPH",32.7662815502478,-1.39028564005121,0.313686425438468,-4.4320873563715,9.33251902596906e-06,0.000114699073248308,2.97658838817987,3.4128982927253
"BTG2",4206.79864437643,-0.882209211802922,0.123562940122165,-7.13975574659113,9.34969083989029e-13,5.40394975149622e-11,352.824943612254,317.584022212249
"SNRPE",860.371988676351,0.544659410580003,0.105360556239628,5.16948116087439,2.34744796143973e-07,4.33692731878895e-06,33.5362291734932,33.4832994664671
"KISS1",173.072443450845,-2.50195545148859,0.448878399986448,-5.57379337380485,2.49251347022951e-08,5.82665486547159e-07,24.9537326542412,22.4144401387094
"NUAK2",342.153696229377,-0.62645474542347,0.163796226652493,-3.82459814994728,0.000130985557071252,0.00111783261445306,24.5072443960142,24.259250026669
"RAB7B",44.7539997735884,0.859401446927926,0.307050438145161,2.79889340695757,0.00512780619260814,0.0230998777357392,1.19063535527195,1.70644914636265
"SRGAP2",331.656850117436,-0.556442360552961,0.153154113752612,-3.6332185072859,0.000279907785502094,0.00210683279410178,21.4314363948951,24.305370273868
"IKBKE",60.5756077524362,-0.751669071852656,0.272883841751303,-2.75453858692631,0.00587749588625637,0.0257319138870154,4.06800413051249,5.07322719188896
"PLXNA2",116.067258742214,-0.697684565312083,0.210943292086436,-3.30745082439598,0.000941492402540488,0.00584374594680303,9.52508284217558,7.56372054063445
"LAMB3",137.934752765612,-1.24207821127132,0.235701134069686,-5.26971673757026,1.36634449161664e-07,2.69420040600464e-06,14.8333321344297,10.6537771029668
"AC092017.2",145.114817056746,0.524576400208889,0.202105293959739,2.59555991795737,0.00944369355581426,0.0377388324780399,6.25083561517772,5.16546768628694
"LINC00467",91.7069973857761,-0.714057036740428,0.210575439969548,-3.39097967381044,0.000696432660065078,0.00452642550729217,7.34225135751034,6.22623337186373
"TAF1A",63.6111585793217,-0.762717884579641,0.243385110856338,-3.13379023842526,0.00172564165937024,0.00955320075046792,3.91917471110349,5.71891065267483
"DISP1",33.0765902162434,-0.855191043298468,0.34060515585097,-2.51079887843111,0.0120458304023357,0.0456748308966083,3.0758080011192,2.12153137115357
"CAPN2",121.293282518,-1.05307323794158,0.287441941604981,-3.66360327258285,0.000248691879711577,0.00191274235317981,10.8149378103869,9.96197339498196
"GTF2IP20",127.913463556019,-0.548429830732235,0.201510801756365,-2.72159023710952,0.00649686449558831,0.0278153219994607,10.4180593586295,7.14863831584354
"PARP1",111.770284107288,-0.592998701628328,0.181647694404381,-3.26455396845392,0.00109636574295483,0.00660650806371636,7.83834942220699,7.84044202382839
"PSEN2",111.350178733962,-0.94727787040659,0.169987891181034,-5.57261969558616,2.50936966399256e-08,5.85519588264931e-07,9.22742400335759,9.03956845100215
"CDC42BPA",29.6534578475513,-1.0231366293507,0.375338608842892,-2.72590297199869,0.00641258459867181,0.0275312768385125,2.18283148466524,2.85945532633741
"RNF187",203.681088577547,-0.570294531959294,0.14118550877584,-4.03932766828605,5.36046359916483e-05,0.000520353169102287,13.2458183274004,14.9890803396719
