name	length	AN_naive_hTSC	BT5_hTSC_1	BT5_hTSC_2	H9_naive_hTSC
UCK1	2688	701	424	455	852
UCK2	6756	3102	5891	5320	5449
UCKL1	3184	1886	1533	1685	3065
UCKL1-AS1	3602	15	10	10	17
UCMA	829	9	11	4	5
UCN2	1481	4	12	3	4
UCN3	1200	0	0	0	0
UCN	795	6	3	6	11
UCP1	1462	49	5	7	26
UCP2	3237	10215	7218	7486	2635
UCP3	3684	13	11	8	4
UEVLD	5515	1486	2462	1770	1839
UFC1	2274	7023	7594	6952	12071
UFD1	8736	6687	10379	9454	8215
UFL1	4539	5556	4322	3451	6406
UFL1-AS1	548	2	0	0	3
UFM1	4382	7640	8785	7816	8289
UFSP1	996	10	4	3	1
UFSP2	2781	2104	3570	2994	2327
UG0898H09	7040	0	0	0	0
UGCG	4615	1133	2895	2075	1026
UGDH	4045	4577	4682	4331	4200
UGDH-AS1	2787	56	25	18	47
UGGT1	11349	5521	4139	3481	6645
UGGT2	8105	2216	1696	1211	2295
UGP2	6501	16641	19824	15909	15824
UGT1A10	3157	2	0	0	0
UGT1A11P	849	0	0	0	0
UGT1A12P	853	0	0	0	0
UGT1A13P	762	0	0	0	0
UGT1A1	4467	0	0	0	0
UGT1A2P	866	0	0	0	0
UGT1A3	2364	0	0	0	0
UGT1A4	2522	0	0	0	0
UGT1A5	2345	0	0	0	0
UGT1A6	5180	0	6	1	0
UGT1A7	4167	0	0	0	0
UGT1A8	2407	0	0	0	0
UGT1A9	2416	0	0	0	0
UGT2A1	3919	0	0	0	0
UGT2A2	1676	0	0	0	0
UGT2A3	3062	0	0	0	0
UGT2A3P7	734	0	0	0	0
UGT2B10	1931	0	0	0	0
UGT2B11	2340	0	0	3	1
UGT2B15	2077	0	0	0	2
UGT2B17	2077	0	0	0	0
UGT2B24P	1597	0	0	0	0
UGT2B25P	1586	0	0	0	0
UGT2B26P	1613	0	0	0	0
UGT2B27P	1620	0	0	0	0
UGT2B28	1833	0	0	0	0
UGT2B29P	973	0	0	0	0
UGT2B4	2506	2	0	0	0
UGT2B7	2259	1	1	0	0
UGT3A1	8485	0	3	5	6
UGT3A2	2694	9	5	11	5
UGT8	4699	4	10	11	11
UHMK1	9246	2335	1553	1012	4791
UHRF1	5145	121	285	197	151
UHRF1BP1	9908	2085	1069	799	2348
UHRF1BP1L	6616	1371	786	630	2211
UHRF2	9919	904	720	464	954
UHRF2P1	2387	0	0	2	1
UIMC1	4739	1724	2558	2588	1430
ULBP1	3142	50	10	4	390
ULBP2	1349	3	8	11	30
ULBP3	988	2	2	6	72
ULK1	7608	471	36	49	627
ULK2	9843	141	123	88	184
ULK3	3516	293	218	125	187
ULK4	6579	388	1062	863	907
ULK4P1	1687	0	0	0	0
ULK4P2	1563	1	1	0	0
ULK4P3	1487	0	0	0	1
UMAD1	3752	1078	1633	1177	1465
UMOD	3409	0	0	0	0
UMODL1	7278	1	2	0	0
UMODL1-AS1	2141	0	0	0	0
UMPS	7579	8914	10469	9702	10646
UNC119	5128	286	327	249	273
UNC119B	5195	749	467	438	889
UNC13A	11188	82	22	9	24
UNC13B	17916	1444	1601	1111	1189
UNC13C	13457	30	120	97	13
UNC13D	7752	737	267	260	963
UNC45A	7498	3385	2666	2398	3940
UNC45B	5679	0	1	7	0
UNC50	2230	3467	2846	2575	3961
UNC5A	4356	0	0	0	1
UNC5B	6841	230	25	27	176
UNC5B-AS1	707	0	0	0	0
UNC5C	10685	8	0	0	15
UNC5CL	3136	5	1	2	6
UNC5D	10816	0	0	0	0
UNC79	12513	5	1	2	1
UNC80	19258	0	0	0	3
UNC93A	2699	48	2	6	69
UNC93B1	3548	41	34	19	44
UNC93B2	730	2	1	0	0
UNC93B3	687	0	0	0	0
UNC93B4	747	11	2	0	3
UNC93B5	699	0	0	0	0
UNC93B6	1144	0	2	1	1
UNC93B7	705	0	0	0	0
UNC93B8	705	0	0	0	0
UNCX	2048	0	0	0	0
UNG	2567	969	1752	1454	1478
UNGP3	675	12	62	32	18
UNK	5575	392	515	485	659
UNKL	7494	75	96	39	166
UNQ6494	2430	144	18	14	274
UOX	2412	0	0	0	0
UPB1	6793	12	0	0	2
UPF1	8600	826	436	355	1000
UPF2	5906	3860	3531	3011	4272
UPF3A	5772	730	733	671	831
UPF3AP1	1126	0	3	2	4
UPF3AP2	1472	4	2	0	2
UPF3AP3	769	7	9	1	9
UPF3B	3081	1794	1663	1430	2277
UPK1A	1366	174	195	180	210
UPK1A-AS1	795	99	78	64	48
UPK1B	2266	89	266	219	103
UPK2	1106	1317	77	31	308
UPK3A	1051	0	0	0	0
UPK3B	2660	3	0	0	9
UPK3BL1	1342	0	0	0	0
UPK3BP1	509	0	0	0	0
UPP1	4577	12761	23657	20458	13737
UPP2	2957	0	0	0	0
UPP2-IT1	357	0	0	0	0
UPRT	2825	933	864	909	903
UQCC1	6782	3578	6242	4720	4659
UQCC2	4689	2827	4123	3471	3568
UQCC3	2398	786	1197	782	854
UQCR10	975	17181	26950	25325	21898
UQCR11	2151	5789	5995	5647	5503
UQCRB	9715	6555	7715	6887	6418
UQCRBP1	336	2	4	7	10
UQCRBP2	297	0	0	0	0
UQCRBP3	312	0	0	0	0
UQCRC1	3236	65858	71530	60092	81878
UQCRC2	5217	14992	19597	17781	20172
UQCRC2P1	1332	1	0	0	0
UQCRFS1	3475	1733	2108	2022	2568
UQCRFS1P1	820	49	47	57	64
UQCRFS1P2	722	6	0	0	3
UQCRFS1P3	385	0	0	0	0
UQCRH	1408	13356	15765	13210	14920
UQCRHL	2180	96	108	107	107
UQCRHP1	274	0	0	0	0
UQCRHP2	288	0	9	13	7
UQCRHP3	251	0	0	0	1
UQCRHP4	272	0	0	0	0
UQCRQ	1472	7813	10593	10049	9951
URAD	931	0	0	0	0
URAHP	2340	5	24	6	18
URB1	11461	488	394	377	606
URB1-AS1	831	202	148	143	181
URB2	6001	1728	1673	1198	2298
URGCP	7830	263	499	307	689
URGCP-MRPS24	795	0	0	0	0
URI1	5432	1069	1076	733	1381
URM1	4410	5091	7539	6580	6549
UROC1	3329	1	0	0	0
UROD	2908	13398	22525	20385	11082
UROS	6643	781	909	783	949
USB1	8265	7023	11440	8211	8529
USE1	2431	1444	1171	964	1312
USF1	2336	1363	2074	1964	2016
USF1P1	526	0	5	4	4
USF2	4952	66	82	69	200
USF3	13738	1296	1163	915	1511
USH1C	4904	136	28	83	265
USH1G	3558	2	0	0	14
USH2A	20506	1	9	4	4
USHBP1	5175	158	51	42	86
USMG5	898	7117	12583	10920	9196
USMG5P1	177	7	17	13	8
USO1	4588	7043	7966	5265	7491
USP10	5083	16396	15752	14086	17948
USP11	5269	2791	3058	2797	2789
USP12	5195	311	296	202	305
USP12-AS1	268	0	9	1	4
USP12-AS2	279	0	1	0	0
USP12PX	1057	0	1	0	0
USP12PY	1064	0	0	0	0
USP13	8440	127	54	28	125
USP1	4263	1544	1813	1294	1544
USP14	5987	3919	4685	3537	4951
USP15	19418	10345	10341	10136	11686
USP16	5694	4988	5532	5085	6693
USP17L10	1680	0	0	0	0
USP17L11	1680	0	0	0	0
USP17L1	1593	0	0	0	0
USP17L12	1593	0	0	0	0
USP17L13	1680	0	0	0	0
USP17L14P	1593	0	0	0	0
USP17L15	1680	0	0	0	0
USP17L16P	1593	0	0	0	0
USP17L17	1680	0	0	0	0
USP17L18	1680	0	0	0	0
USP17L19	1680	0	0	0	0
USP17L20	1680	0	0	0	0
USP17L21	1680	0	0	0	0
USP17L2	1910	0	0	0	0
USP17L22	1680	0	0	0	0
USP17L23	551	0	0	0	0
USP17L24	1680	0	0	0	0
USP17L25	1680	0	0	0	0
USP17L26	1680	0	0	0	0
USP17L27	1593	0	0	0	0
USP17L28	1593	0	0	0	0
USP17L29	1593	0	0	0	0
USP17L30	1593	0	0	0	0
USP17L3	1593	0	0	0	0
USP17L4	1593	0	0	0	0
USP17L5	1593	0	0	0	0
USP17L6P	1197	0	0	0	0
USP17L7	2022	0	0	0	1
USP17L8	1593	0	0	0	0
USP17L9P	1593	0	0	0	0
USP18	2129	194	21	48	140
USP19	5731	383	204	173	353
USP20	5521	231	195	106	357
USP21	3764	409	275	236	742
USP22	6808	4904	5982	4707	6463
USP24	11772	2111	2184	1740	1724
USP2	4538	88	288	213	151
USP24P1	779	0	0	0	0
USP25	7823	1564	762	623	2092
USP26	4145	0	1	0	0
USP27X	2618	104	79	31	217
USP27X-AS1	2175	37	14	29	97
USP28	5719	4740	3084	2208	3299
USP29	3894	0	0	0	0
USP2-AS1	4762	20	49	27	25
USP30	5135	727	520	398	533
USP30-AS1	656	2	3	2	17
USP31	12017	504	403	275	439
USP32	7755	1230	1132	1082	1288
USP32P1	7676	12	0	0	26
USP32P2	6442	9	8	1	3
USP32P3	1943	147	80	49	112
USP33	6918	4013	3720	3031	4741
USP34	18125	3190	1761	1049	3802
USP35	5233	120	111	81	135
USP36	9235	3663	4172	2941	5463
USP3	7764	2998	2564	2317	3194
USP37	9290	1189	981	758	1492
USP38	7787	608	653	453	742
USP39	3952	4185	4007	3946	4237
USP3-AS1	3624	8	7	7	24
USP40	9352	3300	2946	2135	2528
USP41	1592	0	0	0	0
USP42	7072	952	539	349	1040
USP43	5068	49	47	27	118
USP44	5386	357	301	248	161
USP45	8051	990	980	753	1260
USP4	6659	3976	4297	3615	3778
USP46	8917	1071	1101	959	1096
USP46-AS1	1048	2	2	5	4
USP47	11158	5884	4025	2972	6979
USP48	9497	3244	2564	1780	3987
USP49	10921	475	243	221	404
USP50	1907	1	4	0	1
USP51	4407	46	8	9	16
USP53	11950	3006	2539	1448	3625
USP5	3738	5609	6636	6059	6186
USP54	9498	535	576	453	662
USP6	11270	19	15	9	17
USP6NL	14202	1314	1090	1012	1229
USP7	7969	5027	3905	3069	5134
USP8	20639	12520	7543	6133	14308
USP8P1	3183	6	6	7	19
USP9X	13962	4688	2701	1929	5581
USP9Y	11237	0	0	0	0
USP9YP10	628	0	0	0	0
USP9YP1	1002	0	0	0	0
USP9YP11	717	0	0	0	0
USP9YP12	570	0	0	0	0
USP9YP13	480	0	0	0	0
USP9YP14	563	0	0	0	0
USP9YP15	422	0	0	0	0
USP9YP16	407	0	0	0	0
USP9YP17	696	0	0	0	0
USP9YP18	695	0	0	0	0
USP9YP19	485	0	0	0	0
USP9YP20	558	0	0	0	0
USP9YP2	1000	0	0	0	0
USP9YP21	432	0	0	0	0
USP9YP22	294	0	0	0	0
USP9YP23	407	0	0	0	0
USP9YP24	697	0	0	0	0
USP9YP25	443	0	0	0	0
USP9YP26	661	0	0	0	0
USP9YP27	438	0	0	0	0
USP9YP28	589	0	0	0	0
USP9YP29	563	0	0	0	0
USP9YP30	455	0	0	0	0
USP9YP3	1766	0	0	0	0
USP9YP31	881	0	0	0	0
USP9YP32	430	0	0	0	0
USP9YP33	421	0	0	0	0
USP9YP34	808	0	0	0	0
USP9YP35	412	0	0	0	0
USP9YP36	829	0	0	0	0
USP9YP4	1745	0	0	0	0
USP9YP5	630	0	0	0	0
USP9YP6	854	0	0	0	0
USP9YP7	430	0	0	0	0
USP9YP8	500	0	0	0	0
USP9YP9	715	0	0	0	0
USPL1	5125	1289	2170	1416	1159
UST	4563	9	0	2	4
UST-AS1	714	1	0	0	0
UTAT33	609	10	20	18	12
UTF1	1157	0	0	0	0
UTP11	3385	4777	6963	6537	5692
UTP14A	4087	2699	3968	3409	3171
UTP14C	5529	1533	1408	941	1628
UTP15	6321	1656	3182	2753	1715
UTP18	2721	1914	1209	1278	2394
UTP20	10024	1767	3152	1963	2749
UTP23	5252	915	1435	1044	1026
UTP3	2073	1819	3240	2846	2439
UTP4	5681	10720	23691	21171	11897
UTP6	6450	10121	14182	12500	12904
UTRN	14604	4602	2136	1032	2969
UTS2	1791	3	101	44	0
UTS2B	3850	4	1	0	0
UTS2R	1357	0	0	0	0
UTY	9191	0	0	0	0
UVRAG	6352	1049	605	505	1186
UVSSA	15773	249	85	111	224
UXS1	7023	8526	8676	8508	8056
UXT	1243	3129	3014	2644	3220
UXT-AS1	1545	7	8	4	8
VAC14	8276	567	371	353	710
VAC14-AS1	4853	61	72	46	69
VAMP1	3580	163	292	292	245
VAMP2	3268	1348	790	636	1558
VAMP3	2760	9273	4522	4176	8498
VAMP4	5159	370	320	247	587
VAMP5	819	226	146	181	320
VAMP7	5334	0	0	0	0
VAMP8	990	15180	22117	20385	15643
VANGL1	9062	593	1143	831	481
VANGL2	5340	73	281	194	43
VAPA	11880	6586	7865	7189	7063
VAPB	10585	2258	3126	2243	1984
VARS2	8448	214	428	297	223
VARS	6081	1504	1361	1246	1936
VASH1	6502	13	4	5	6
VASH1-AS1	1843	14	6	3	8
VASH2	9086	34	19	13	20
VASN	2806	32	12	6	24
VASP	3601	1489	883	655	1811
VAT1	3501	13862	8747	7030	11085
VAT1L	4137	8	10	16	7
Vault	396	0	1	0	1
VAV1	4305	129	624	413	476
VAV2	5682	131	189	184	143
VAV3	7271	6822	479	649	10659
VAV3-AS1	619	0	0	0	0
VAX1	5788	0	0	3	5
VAX2	1147	13	0	0	15
Vax2os1_3	197	10	0	0	5
VBP1	2018	3809	7170	5965	4656
VCAM1	6049	0	0	0	0
VCAN	14831	0	9	3	11
VCAN-AS1	877	0	0	0	0
VCL	9992	19192	19341	16386	20343
VCP	5438	7468	8011	6470	9848
VCPIP1	9942	1163	1154	810	1362
VCPKMT	2055	403	349	292	476
VCX	1055	3	2	3	0
VCX2	815	0	2	0	0
VCX3A	995	0	12	9	1
VCX3B	1175	0	4	1	0
VCY1B	550	0	0	0	0
VCY	550	0	0	0	0
VDAC1	3163	15779	16886	14800	17143
VDAC1P10	891	0	0	0	0
VDAC1P11	852	3	8	16	3
VDAC1P12	882	0	0	0	0
VDAC1P13	859	0	0	0	0
VDAC1P1	848	31	34	27	42
VDAC1P2	850	10	6	9	11
VDAC1P3	851	1	0	0	0
VDAC1P4	835	6	4	3	25
VDAC1P5	844	1	4	3	4
VDAC1P6	855	0	0	0	1
VDAC1P7	847	0	2	1	2
VDAC1P8	5136	87	140	123	74
VDAC1P9	841	0	0	0	0
VDAC2	2827	4643	6006	5581	5593
VDAC2P1	958	0	0	0	0
VDAC2P2	901	0	0	0	0
VDAC2P3	828	0	0	1	0
VDAC2P4	711	0	0	0	0
VDAC3	3141	11972	20162	17807	12339
VDAC3P1	850	28	22	15	10
VDR	5674	22	96	25	36
VEGFA	14431	807	215	125	1069
VEGFB	1545	685	188	170	832
VEGFC	2420	4	1	1	5
VEGFD	2153	11	16	3	36
VENTX	2911	7	0	0	0
VENTXP1	2716	0	0	0	0
VENTXP2	481	2	8	1	0
VENTXP3	773	0	0	0	0
VENTXP4	958	3	0	1	0
VENTXP5	775	0	0	1	0
VENTXP6	314	0	0	0	0
VENTXP7	772	0	0	0	0
VEPH1	6554	0	5	5	0
VEZF1	4913	2425	2254	1637	2009
VEZF1P1	1541	2	2	1	2
VEZT	8757	4759	4746	4377	5278
VGF	2704	30	29	20	16
VGLL1	1541	48830	18011	17634	69242
VGLL2	2231	0	0	0	0
VGLL3	12714	1354	240	128	2955
VGLL4	7236	647	337	257	535
VHL	4213	3439	1532	1319	3033
VHLL	676	0	3	0	5
VIL1	6920	10	1	1	9
VILL	6476	19	17	14	0
VIM2P	1294	0	0	0	0
VIM	5158	1	41	26	0
VIM-AS1	1992	0	4	2	0
VIP	1584	2	5	9	0
VIPAS39	3695	3471	3014	2196	2595
VIPR1	7384	55	45	21	65
VIPR1-AS1	5197	17	28	9	20
VIPR2	5222	0	0	0	0
VIRMA	10771	2045	2445	2295	2092
VIS1	203	0	0	0	0
VIT	3710	85	1415	1748	18
VKORC1	2191	1152	1294	996	1081
VKORC1L1	5899	2437	1961	1112	2398
VLDLR	9339	3422	1246	1038	3094
VLDLR-AS1	4688	527	184	103	158
VMA21	5109	2467	3082	2309	3167
VMAC	2254	38	11	6	38
VMO1	803	12	4	1	4
VMP1	6916	17749	22319	18681	19142
VN1R104P	1009	0	0	0	0
VN1R105P	910	0	0	0	0
VN1R107P	209	0	2	0	2
VN1R108P	830	5	3	0	4
VN1R10P	875	0	0	0	0
VN1R110P	971	0	0	0	0
VN1R11P	868	0	0	0	0
VN1R1	2353	38	15	16	32
VN1R12P	876	0	0	1	0
VN1R13P	885	0	0	0	0
VN1R17P	1090	0	0	0	0
VN1R20P	966	6	3	3	15
VN1R2	1460	1	0	0	0
VN1R21P	765	0	0	0	9
VN1R25P	738	0	0	0	0
VN1R28P	896	0	0	0	0
VN1R31P	730	0	0	0	0
VN1R32P	905	0	0	0	0
VN1R33P	887	0	0	0	0
VN1R34P	883	0	0	0	0
VN1R35P	693	0	0	0	0
VN1R36P	291	0	0	0	0
VN1R37P	748	0	0	0	0
VN1R38P	887	0	0	0	0
VN1R3	919	0	0	0	0
VN1R40P	941	0	0	0	0
VN1R4	1048	0	0	0	0
VN1R42P	344	0	4	3	1
VN1R46P	850	0	0	0	0
VN1R48P	1036	0	0	0	0
VN1R5	1239	0	0	0	0
VN1R51P	945	1	0	1	0
VN1R53P	957	0	0	0	0
VN1R54P	1049	0	0	0	0
VN1R64P	933	0	0	0	0
VN1R65P	808	0	0	0	0
VN1R66P	916	0	0	0	0
VN1R67P	913	0	0	0	0
VN1R6P	907	0	0	0	0
VN1R74P	503	0	0	0	0
VN1R78P	564	0	0	0	0
VN1R79P	513	0	0	0	0
VN1R7P	903	0	0	0	0
VN1R80P	338	0	0	0	3
VN1R81P	372	141	103	117	156
VN1R82P	356	0	0	0	0
VN1R83P	445	9	13	12	8
VN1R84P	235	7	4	8	8
VN1R85P	426	3	4	3	4
VN1R87P	487	0	0	0	0
VN1R88P	292	0	0	0	0
VN1R8P	893	0	0	0	0
VN1R90P	726	0	0	0	0
VN1R91P	169	0	0	0	0
VN1R92P	928	0	0	0	0
VN1R96P	858	0	0	0	0
VN1R9P	867	0	0	0	0
VN2R10P	853	1	0	2	0
VN2R17P	832	2	0	0	2
VN2R19P	1052	5	2	0	8
VN2R1P	1743	4	0	0	0
VN2R3P	1412	0	0	0	0
VN2R9P	953	0	0	0	0
VNN1	3106	6	3	3	0
VNN2	2633	524	140	225	71
VNN3	3846	7	1	0	0
VOPP1	5364	301	267	223	172
VPREB1	755	0	0	0	0
VPREB3	610	7	27	35	26
VPS11	5907	3873	2870	2922	4497
VPS13A	20196	2056	888	569	1981
VPS13A-AS1	519	0	0	0	0
VPS13B	16716	2274	1227	904	2592
VPS13C	18992	2277	1328	756	1868
VPS13D	20023	1353	854	532	1845
VPS16	3364	3870	3803	3292	4858
VPS18	4049	751	830	992	1046
VPS25	2404	7422	11763	10313	7376
VPS25P1	508	6	1	1	1
VPS26A	3565	16464	16960	15733	19042
VPS26AP1	979	14	7	2	10
VPS26B	6483	727	564	429	761
VPS26BP1	755	13	14	5	26
VPS28	3769	8857	5866	5222	8376
VPS29	3211	14773	19110	16039	17331
VPS33A	7542	1587	2282	2119	1761
VPS33B	4012	2158	2554	2247	2534
VPS35	9733	25755	22068	20309	26739
VPS35P1	1518	5	6	1	5
VPS36	5614	4275	4051	3338	4243
VPS37A	6784	2225	1709	1350	2622
VPS37B	5953	874	393	383	1181
VPS37C	3960	1204	578	486	1313
VPS37D	1626	13	1	4	20
VPS39	8354	3831	4041	3779	4091
VPS41	7801	6511	6320	5636	5915
VPS45	6262	3141	4393	3242	4852
VPS4A	5670	908	1003	842	1088
VPS4B	4315	9076	9711	8511	10932
VPS50	9454	1597	1839	1587	2008
VPS51	4878	489	138	119	425
VPS52	4503	1903	2312	2055	1860
VPS53	20899	3379	4467	4183	4010
VPS54	5091	965	724	566	1011
VPS72	4545	4041	3921	3155	6510
VPS8	10366	2271	2802	2373	2113
VPS9D1	3428	122	122	138	147
VPS9D1-AS1	1753	189	198	146	148
VRK1	2744	6756	8592	7680	8975
VRK2	3509	1411	2672	2225	1424
VRK3	9796	5501	4694	3824	5316
VRTN	3736	0	1	0	0
VSIG10	8350	5758	7624	5961	7051
VSIG10L2	2783	0	0	0	0
VSIG10L	3771	39	2	7	21
VSIG1	3769	2	2	0	0
VSIG2	1432	22	7	8	5
VSIG4	2192	0	0	0	0
VSIG8	1818	1	0	0	0
VSIR	5128	3783	2430	1775	9207
VSNL1	3833	6	4	4	2
VSTM1	1111	1	23	34	0
VSTM2A	5967	0	0	0	0
VSTM2A-OT1	3031	0	0	0	0
VSTM2B	1488	0	0	0	0
VSTM2L	1959	2	0	3	0
VSTM4	8633	0	0	0	0
VSTM5	3849	2114	258	434	879
VSX1	3849	0	0	0	0
VSX2	2995	1	4	0	0
VTA1	7262	7914	11797	10193	7829
VTA1P1	866	0	0	0	0
VTA1P2	911	0	0	0	0
VTCN1	3027	3	76	224	2
VTI1A	8408	2371	2864	2460	2803
VTI1B	5789	2544	3383	2685	3066
VTI1BP1	700	3	3	4	0
VTI1BP2	696	0	2	0	7
VTI1BP3	636	1	1	0	0
VTI1BP4	527	4	1	0	3
VTN	2427	4	60	46	0
VTRNA1-1	99	3	4	2	4
VTRNA1-2	89	6	118	76	3
VTRNA1-3	89	117	109	58	110
VTRNA2-1	127	0	0	0	0
VTRNA2-2P	103	0	0	0	0
VTRNA3-1P	102	0	0	0	0
VWA1	5065	1564	1005	899	1479
VWA2	3301	6	3	1	2
VWA3A	5039	4	0	5	0
VWA3B	8307	51	75	47	22
VWA5A	6403	1010	2548	2068	646
VWA5B1	6377	0	2	2	1
VWA5B2	5730	1	0	2	1
VWA7	3638	12	14	5	12
VWA8	7633	596	497	347	567
VWA8-AS1	2150	1	4	4	8
VWA8P1	176	0	0	0	0
VWC2	11299	0	0	0	0
VWC2L	5230	0	0	0	0
VWC2L-IT1	467	0	1	0	0
VWCE	4874	123	123	101	133
VWDE	6490	291	28	24	245
VWF	10391	49	20	27	11
VWFP1	2907	5	0	0	0
WAC	12188	7702	4786	3890	8651
WAC-AS1	2943	564	280	272	849
WAPL	7228	4238	3190	2164	4177
WARS2	3847	1552	1609	1569	1447
WARS2-IT1	2060	3	2	0	4
WARS2P1	537	0	0	0	0
WARS	6358	12056	22493	22606	8920
WARSP1	454	0	0	0	0
WAS	2381	5	0	0	2
WASF1	3260	403	428	413	507
WASF1P1	1131	0	0	0	0
WASF2	5676	9526	7696	5697	9495
WASF3	5162	26	23	16	65
WASF3-AS1	3040	0	0	0	0
WASF4P	1494	7	4	3	3
WASF5P	1455	0	0	0	0
WASH2P	2958	4	3	4	8
WASH3P	2351	14	10	5	20
WASH4P	1246	0	0	1	0
WASH5P	6331	2	6	2	12
WASH6P	9236	0	0	0	0
WASH7P	1351	2	0	0	0
WASHC1	1827	16	30	20	44
WASHC2A	5159	440	573	518	454
WASHC2C	5702	264	245	177	336
WASHC3	2593	1779	2161	1699	1902
WASHC4	7698	5354	6476	4686	5503
WASHC5	4784	1811	2666	2326	2667
WASHC5-AS1	587	5	1	0	9
WASIR1	2108	0	0	0	0
WASIR2	1054	0	4	2	2
WASL	4435	1959	1175	979	2252
WBP11	5315	11039	11492	10753	13200
WBP11P1	2972	10	3	5	2
WBP1	2438	42	33	34	48
WBP1L	4281	6099	6447	6722	5164
WBP1LP10	364	0	0	0	0
WBP1LP11	328	0	0	0	0
WBP1LP12	331	0	0	0	0
WBP1LP1	896	0	0	0	0
WBP1LP2	998	37	52	31	27
WBP1LP3	208	0	0	0	0
WBP1LP4	344	0	0	0	0
WBP1LP5	414	0	0	0	0
WBP1LP6	424	0	0	0	0
WBP1LP7	363	0	0	0	0
WBP1LP8	327	0	0	0	0
WBP2	5399	3020	1941	1649	4051
WBP2NL	6180	22	8	2	21
WBP4	2623	1578	2207	1777	1045
WDCP	3847	1418	2145	1603	1492
WDFY1	5516	2946	3110	2520	2903
WDFY2	16197	1137	711	533	1020
WDFY3	16856	1269	929	530	1578
WDFY3-AS1	493	0	0	0	1
WDFY3-AS2	6203	65	67	53	56
WDFY4	13678	0	1	0	0
WDHD1	6385	2964	2993	2160	2687
WDPCP	11776	239	394	259	288
WDR11	10837	2560	2866	2488	2947
WDR11-AS1	4112	0	2	0	2
WDR12	9098	7723	7433	7008	9059
WDR13	7884	551	678	582	819
WDR17	7808	23	11	1	61
WDR1	7827	18684	31290	26610	21680
WDR18	2357	906	945	1027	1617
WDR19	8873	932	650	523	741
WDR20	7328	2645	3119	3017	3265
WDR24	3570	106	85	55	115
WDR25	4218	304	626	558	332
WDR26	10481	2646	1566	1148	3277
WDR27	10244	471	362	264	496
WDR3	10275	6160	9910	8594	7777
WDR31	4933	241	118	82	161
WDR33	14580	6956	5934	5039	8189
WDR34	2604	1045	864	697	1650
WDR35	7836	166	364	172	173
WDR36	7656	2028	3761	2955	2910
WDR37	5656	809	691	569	1033
WDR38	1387	1	4	4	3
WDR41	7230	2403	4194	3378	2296
WDR4	2738	2187	2537	1825	3498
WDR43	4130	10016	15346	13570	12648
WDR44	4202	766	1165	942	712
WDR45	5452	2987	4637	4109	3544
WDR45B	3542	3353	2539	2442	3175
WDR45BP1	1029	0	0	0	1
WDR45P1	1082	3	7	5	7
WDR46	3115	7151	8954	8356	8873
WDR47	4423	768	609	433	753
WDR48	7488	3971	4157	3387	3493
WDR49	3891	0	4	0	0
WDR53	1797	1006	1198	937	1029
WDR5	3629	804	665	580	992
WDR54	2860	2039	1488	1268	1181
WDR55	7675	3904	5311	4732	4348
WDR59	9422	4835	2831	2390	4969
WDR5B	3720	554	636	461	338
WDR60	6667	382	296	180	637
WDR61	7279	8969	11101	9926	10262
WDR62	9775	122	237	193	142
WDR63	3923	64	87	50	5
WDR64	4939	43	62	65	105
WDR6	5304	13611	14628	14237	15687
WDR66	16115	113	589	452	54
WDR70	7039	1919	1859	1756	1627
WDR7	15694	437	959	659	622
WDR72	8572	1314	766	527	921
WDR73	9626	542	715	574	611
WDR74	4247	1740	2175	1855	2008
WDR75	5066	5088	7182	7119	5496
WDR76	4078	2867	2679	2156	3271
WDR77	2805	3858	8672	7453	4710
WDR78	6704	18	20	22	51
WDR7-OT1	565	0	0	0	0
WDR81	7913	59	58	67	141
WDR82	5726	4345	3636	2706	4867
WDR82P1	939	0	1	0	0
WDR82P2	928	0	1	0	0
WDR83	2360	361	476	435	458
WDR83OS	2656	5474	6256	5888	5493
WDR86	4044	2	2	3	2
WDR86-AS1	1354	2	2	5	0
WDR87	9199	0	5	2	1
WDR88	1841	14	9	5	1
WDR89	3209	2114	2218	1898	1960
WDR90	10534	253	65	53	279
WDR91	6032	1833	1100	1119	1818
WDR92	4079	169	152	105	155
WDR93	4068	12	11	13	0
WDR95P	1542	0	1	1	0
WDR97	8967	3	4	4	5
WDSUB1	2135	1447	2299	1733	1232
WDTC1	6024	1107	695	435	705
WDYHV1	2132	1516	1834	1418	1531
WEE1	9239	5859	2979	1817	7650
WEE2	3061	1	0	1	2
WEE2-AS1	3504	3	1	9	18
WFDC10A	706	0	0	0	0
WFDC10B	630	0	0	0	0
WFDC11	654	0	2	0	0
WFDC12	775	0	0	0	1
WFDC13	1372	0	0	0	0
WFDC1	8785	2	0	3	0
WFDC2	1382	932	171	183	966
WFDC21P	1099	23	51	50	11
WFDC3	2405	7	20	8	1
WFDC5	1044	0	0	0	0
WFDC6	792	1	0	0	0
WFDC8	1529	0	0	0	0
WFDC9	659	0	0	0	0
WFIKKN1	4878	1	1	0	1
WFIKKN2	3971	2	2	2	3
WFS1	4513	3625	2388	2043	5368
WHAMM	5123	832	564	434	744
WHAMMP2	6657	0	2	0	9
WHAMMP3	7269	34	49	25	65
WHRN	5542	253	32	13	318
WIF1	2368	4	0	0	0
WIPF1	9121	13	42	13	29
WIPF2	8123	6683	4993	4009	7367
WIPF3	6065	59	52	38	33
WIPI1	3402	2107	1788	1330	2787
WIPI2	8977	1546	961	819	1486
WISP1	3844	2	0	6	0
