name	length	AN_naive_hTSC	BT5_hTSC_1	BT5_hTSC_2	H9_naive_hTSC
MICALL2	8843	182	66	72	208
MICB	2798	1379	4902	3542	819
MICC	1055	0	19	11	0
MICD	813	0	1	0	0
MICE	1157	20	16	8	9
MICF	129	0	0	0	0
MICG	132	1	0	0	0
Mico1	204	0	0	0	0
MICU1	3852	7838	6763	6993	7624
MICU2	3645	977	718	504	1054
MICU3	4606	74	83	57	88
MID1	9295	3328	4946	5023	2570
MID1IP1	3790	182	142	128	208
MID1IP1-AS1	376	1	4	7	10
MID2	3097	0	0	0	6
MIDN	4492	730	420	304	1065
MIEF1	7555	5031	6580	5697	6799
MIEF2	3969	174	117	204	179
MIEN1	2292	3066	3469	2766	4108
MIER1	8273	4454	5916	5204	5073
MIER2	7939	90	55	32	109
MIER3	5763	1549	1049	1126	2177
MIF	1109	40	52	38	44
MIF4GD	2283	1521	1034	992	1072
MIF-AS1	1476	3	6	6	9
MIGA1	9594	2399	2017	1289	2258
MIGA2	6302	149	106	81	247
MIIP	2821	1197	957	867	1266
MILR1	1816	2	5	22	4
MIMT1	2002	186	65	66	259
MINCR	1405	275	321	207	303
MINDY1	3792	255	279	175	310
MINDY2	9454	2065	2836	1868	2401
MINDY3	4094	1766	2678	2150	1994
MINDY4	7336	48	23	13	43
MINDY4B	1686	0	0	2	2
MINK1	7817	1646	703	522	1611
MINOS1	5227	1103	1587	1314	1465
MINOS1-NBL1	2493	0	0	0	0
MINOS1P3	203	408	1	1	4
MINOS1P4	318	0	0	0	0
MINPP1	3016	733	812	636	602
MIOS	6714	800	1109	945	1005
MIOX	1796	16	2	0	19
MIOXP1	835	0	0	0	0
MIP	3348	17	11	3	11
MIPEP	3407	864	1027	854	964
MIPEPP1	2027	2	0	0	6
MIPEPP2	1819	0	0	0	0
MIPEPP3	617	12	18	24	21
MIPOL1	20250	200	3	2	126
MIR100	80	0	0	0	0
MIR100HG	11009	35	2	3	30
MIR101-1	75	0	0	0	0
MIR101-2	79	0	0	0	0
MIR103A1	78	0	0	0	0
MIR103A2	78	5	1	1	3
MIR103B1	62	0	0	0	0
MIR103B2	62	0	0	0	0
MIR105-1	81	0	0	0	0
MIR105-2	81	0	0	0	0
MIR106A	81	0	0	0	0
MIR106B	82	59	21	34	64
MIR107	81	0	0	0	0
MIR10A	110	0	0	0	0
MIR10B	110	0	0	0	0
MIR1-1	71	0	0	0	0
MIR1178	91	0	0	0	0
MIR1179	91	0	0	0	0
MIR1180	69	0	0	0	0
MIR1181	81	0	0	0	0
MIR1182	97	0	0	0	0
MIR1183	89	0	0	0	0
MIR1184-1	99	0	0	0	0
MIR1184-2	99	0	0	0	0
MIR1184-3	99	0	0	0	0
MIR1185-1	86	0	0	0	0
MIR1185-2	86	0	0	0	0
MIR1193	78	0	0	0	0
MIR1197	88	0	0	0	0
MIR1199	119	0	0	0	0
MIR1-1HG	1220	0	0	0	0
MIR1200	76	0	1	0	0
MIR1202	83	0	0	0	0
MIR1203	85	0	0	0	0
MIR1204	67	0	0	0	0
MIR1205	63	0	0	0	0
MIR1206	59	0	1	0	0
MIR1207	87	0	0	0	0
MIR1208	73	0	0	0	0
MIR1224	85	0	0	0	0
MIR1225	90	0	0	0	0
MIR1226	75	0	0	0	0
MIR1227	88	0	0	0	0
MIR122	85	0	0	0	0
MIR1228	73	0	0	0	0
MIR1229	69	0	0	0	0
MIR1231	92	0	0	0	0
MIR1233-1	82	0	0	0	0
MIR1233-2	82	0	0	0	0
MIR1234	80	0	0	0	0
MIR1236	102	0	0	0	0
MIR1237	102	0	0	0	1
MIR1238	83	0	0	0	0
MIR124-1	85	0	0	0	0
MIR124-2	109	0	0	0	0
MIR124-2HG	3486	0	0	0	0
MIR124-3	87	0	0	0	0
MIR1243	93	0	0	0	0
MIR1244-1	85	0	0	0	0
MIR1244-2	85	0	0	0	0
MIR1244-3	85	0	0	0	0
MIR1244-4	85	0	0	0	0
MIR1245A	70	0	0	0	0
MIR1245B	69	0	0	0	0
MIR1246	73	0	0	0	0
MIR1247	136	0	0	0	0
MIR1248	106	0	0	0	0
MIR1249	66	0	1	0	0
MIR1250	113	0	0	0	0
MIR1251	70	0	0	0	0
MIR1252	65	1	0	0	0
MIR1253	105	0	0	0	0
MIR1254-1	97	35	13	9	34
MIR1254-2	63	0	0	0	0
MIR1255A	113	0	0	0	0
MIR1255B1	63	0	0	0	0
MIR1255B2	67	0	0	0	1
MIR1256	119	0	1	0	0
MIR1257	117	0	0	0	0
MIR1258	73	0	0	0	0
MIR125A	86	0	0	0	0
MIR125B1	88	0	0	0	0
MIR125B2	89	0	0	0	0
MIR1260A	73	0	0	0	0
MIR1260B	89	0	0	0	0
MIR1261	82	0	0	0	0
MIR1262	93	0	2	1	0
MIR1263	86	0	0	0	0
MIR1264	69	0	0	0	0
MIR1265	86	0	0	0	0
MIR1266	84	0	0	0	0
MIR1267	78	0	0	0	0
MIR126	85	0	0	0	0
MIR1268A	52	0	0	0	0
MIR1268B	50	0	0	0	0
MIR1269A	105	0	0	0	0
MIR1269B	75	0	0	0	0
MIR1270	83	0	0	3	1
MIR1271	86	2	0	0	0
MIR1272	129	0	0	0	1
MIR1273A	103	0	1	1	1
MIR1273C	77	0	0	0	0
MIR1273D	86	0	1	0	1
MIR1273E	102	0	0	0	0
MIR1273F	99	0	1	0	0
MIR1273G	100	0	0	0	0
MIR1273H	116	0	0	0	0
MIR1275	80	0	0	0	0
MIR1276	83	0	2	0	0
MIR1277	78	0	0	0	0
MIR1278	81	0	0	0	0
MIR1279	62	0	0	0	0
MIR127	97	0	0	0	0
MIR1281	54	0	0	0	0
MIR128-1	82	0	0	0	0
MIR1282	101	0	0	0	0
MIR128-2	84	0	0	0	0
MIR1283-1	87	12	2	0	22
MIR1283-2	87	114	12	13	95
MIR1284	120	0	0	0	0
MIR1-2	85	0	0	0	0
MIR1285-1	84	2	2	0	0
MIR1285-2	88	0	0	0	0
MIR1286	78	0	0	0	0
MIR1287	90	0	0	0	0
MIR1288	75	0	1	0	0
MIR1289-1	144	5	0	2	1
MIR1289-2	111	0	0	0	0
MIR1290	78	1	6	6	3
MIR129-1	72	0	0	0	0
MIR1291	87	2	0	0	0
MIR1292	66	0	0	0	0
MIR129-2	90	0	0	0	0
MIR1293	71	0	0	0	1
MIR1294	142	0	0	0	2
MIR1295A	79	0	0	0	0
MIR1295B	60	0	0	0	0
MIR1296	92	0	5	0	4
MIR1297	77	0	0	0	0
MIR1298	112	0	0	0	0
MIR1299	83	0	0	0	0
MIR1301	82	0	0	0	0
MIR1302-10	138	0	0	0	0
MIR1302-11	138	0	0	0	0
MIR1302-1	143	0	0	0	0
MIR1302-2	138	0	0	0	0
MIR1302-2HG	1021	0	0	0	0
MIR1302-3	138	0	0	0	0
MIR1302-4	150	0	0	0	0
MIR1302-5	150	0	1	0	0
MIR1302-6	90	0	0	0	0
MIR1302-7	72	0	0	0	0
MIR1302-8	128	0	0	0	0
MIR1302-9	138	0	0	0	0
MIR1303	86	0	0	1	1
MIR1304	91	0	0	0	0
MIR1305	86	1	0	0	1
MIR1306	85	0	0	0	0
MIR1307	149	0	0	0	0
MIR130A	89	1	1	1	3
MIR130B	1131	55	24	16	46
MIR132	101	0	0	0	0
MIR1321	79	0	0	0	0
MIR1322	71	0	0	2	0
MIR1323	73	104	7	7	134
MIR1324	96	0	0	0	0
MIR133A1	88	0	0	0	0
MIR133A1HG	4376	14	11	14	33
MIR133A2	102	0	0	0	0
MIR133B	119	0	0	0	0
MIR1343	84	0	0	0	0
MIR134	73	0	0	0	0
MIR135A1	90	0	0	0	0
MIR135A2	100	0	0	0	0
MIR135B	97	0	1	0	1
MIR136	82	0	0	0	0
MIR137	102	0	0	0	0
MIR137HG	6006	0	4	4	0
MIR138-1	99	0	0	0	0
MIR138-2	84	0	0	0	0
MIR139	68	0	0	0	0
MIR140	100	0	0	0	0
MIR141	95	2	4	3	2
MIR142	87	0	0	0	0
MIR143	106	0	0	0	0
MIR144	86	0	0	0	0
MIR145	88	0	0	0	1
MIR1468	86	0	0	0	0
MIR1469	47	0	0	0	0
MIR146A	99	0	0	0	0
MIR146B	73	0	0	0	0
MIR1470	61	0	0	0	0
MIR1471	57	0	0	0	0
MIR147A	72	0	0	0	0
MIR147B	80	0	0	0	0
MIR148A	68	0	0	0	0
MIR148B	99	4	0	4	2
MIR149	89	1	1	0	4
MIR150	84	0	0	0	0
MIR151A	90	1	0	0	4
MIR151B	96	4	0	0	1
MIR152	87	0	0	0	0
MIR153-1	90	0	0	0	0
MIR153-2	87	0	0	0	0
MIR1537	61	0	0	0	0
MIR1538	61	0	0	0	0
MIR1539	50	0	0	0	0
MIR154	84	0	0	0	0
MIR155	65	0	0	0	0
MIR155HG	1600	0	1	2	0
MIR1587	53	0	0	0	0
MIR15A	83	4	0	0	0
MIR15B	98	5	3	1	3
MIR16-1	89	8	0	2	4
MIR16-2	81	3	1	2	4
MIR17	84	0	0	0	0
MIR17HG	3492	1736	1275	1135	1659
MIR181A1	110	1	0	0	2
MIR181A1HG	3250	112	49	56	274
MIR181A2	110	3	0	1	3
MIR181A2HG	662	23	25	39	29
MIR181B1	110	3	0	0	3
MIR181B2	89	1	0	0	2
MIR181C	110	0	0	0	0
MIR181D	137	0	0	0	0
MIR182	110	0	0	0	0
MIR1825	53	0	0	0	0
MIR1827	66	0	0	0	0
MIR183	110	0	0	0	0
MIR184	84	0	0	0	0
MIR185	82	0	0	0	0
MIR186	86	4	3	3	6
MIR187	109	0	0	0	1
MIR188	86	0	0	0	1
MIR18A	71	0	0	0	0
MIR18B	71	0	0	0	0
MIR1908	80	0	0	0	0
MIR1909	80	0	0	0	0
MIR190A	85	0	0	0	0
MIR190B	79	0	0	0	0
MIR1910	80	1	3	0	0
MIR1911	80	0	0	0	0
MIR1912	80	0	0	0	0
MIR1913	80	0	0	0	0
MIR1914	80	0	0	0	0
MIR1915	80	0	0	0	0
MIR191	92	0	0	0	3
MIR192	110	0	0	0	0
MIR193A	88	0	0	0	0
MIR193B	83	1	0	0	3
MIR193BHG	6049	979	218	202	992
MIR194-1	85	2	1	2	3
MIR194-2	85	0	0	0	0
MIR194-2HG	3647	36	36	8	62
MIR195	87	0	0	0	0
MIR196A1	70	0	0	0	0
MIR196A2	110	0	0	0	0
MIR196B	84	0	0	0	0
MIR1972-1	77	6	1	0	8
MIR1972-2	77	3	3	0	1
MIR1973	44	0	0	0	0
MIR1976	52	0	0	0	0
MIR197	75	0	0	0	0
MIR198	62	0	0	0	0
MIR199A1	71	0	0	0	0
MIR199A2	110	0	0	0	0
MIR199B	110	0	0	0	0
MIR19A	82	0	0	0	0
MIR19B1	87	0	0	0	0
MIR19B2	96	0	0	0	0
MIR200A	90	0	0	0	0
MIR200B	95	0	0	0	0
MIR200C	68	0	0	0	0
MIR200CHG	350	58	57	60	66
MIR202	110	0	0	0	0
MIR202HG	822	1	0	1	0
MIR203A	110	0	0	0	0
MIR203B	86	0	0	0	0
MIR204	110	0	0	0	0
MIR205	110	67	31	51	49
MIR2052	55	1	0	1	0
MIR2052HG	2906	17	22	17	7
MIR2053	91	0	0	0	0
MIR2054	49	0	0	0	0
MIR205HG	3518	11914	19075	13085	10667
MIR206	86	0	0	0	0
MIR208A	71	0	0	0	0
MIR208B	77	0	0	0	0
MIR20A	71	0	0	0	0
MIR20B	69	0	0	0	0
MIR210	110	0	0	0	0
MIR210HG	2321	907	95	92	862
MIR2110	75	0	0	0	0
MIR211	110	0	0	0	0
MIR2113	91	0	0	0	0
MIR2114	80	0	0	0	0
MIR2115	100	0	0	0	0
MIR2116	80	2	0	0	1
MIR2117	80	0	0	0	0
MIR2117HG	506	0	2	3	3
MIR212	110	0	0	0	0
MIR214	110	0	0	0	0
MIR215	110	8	4	0	3
MIR216A	110	0	0	0	0
MIR216B	82	0	0	0	0
MIR217	110	0	0	0	0
MIR21	72	0	0	0	0
MIR217HG	900	0	0	0	0
MIR218-1	110	0	0	0	0
MIR218-2	110	0	0	0	0
MIR219A1	110	0	0	0	0
MIR219A2	1504	0	0	0	1
MIR219B	88	0	0	0	0
MIR221	110	14	15	7	3
MIR222	110	1	0	0	0
MIR222HG	2785	67	197	111	53
MIR223	110	0	0	0	0
MIR224	81	0	0	0	0
MIR2276	89	2	1	0	3
MIR2277	93	0	0	0	0
MIR2278	96	0	0	0	0
MIR22	85	0	0	0	0
MIR22HG	2986	5827	2688	2854	8586
MIR2355	87	0	0	0	0
MIR2392	84	0	0	0	0
MIR23A	73	2	0	0	2
MIR23B	97	15	2	1	18
MIR23C	100	3	0	0	1
MIR24-1	68	0	0	0	0
MIR24-2	73	8	1	3	4
MIR2467	81	1	0	0	2
MIR25	84	75	87	101	98
MIR2681	105	0	0	0	0
MIR2682	110	0	0	0	0
MIR26A1	77	0	1	0	0
MIR26A2	84	3	6	0	1
MIR26B	77	0	0	0	3
MIR27A	78	4	0	0	1
MIR27B	97	31	10	17	32
MIR2861	90	0	0	0	0
MIR28	86	0	1	0	0
MIR2909	69	0	0	0	0
MIR296	80	0	0	0	0
MIR297	66	0	0	0	0
MIR298	88	0	0	0	0
MIR299	63	0	0	0	0
MIR29A	64	0	0	0	2
MIR29B1	81	0	0	0	0
MIR29B2	81	0	0	0	0
MIR29C	88	0	0	0	0
MIR300	83	0	0	0	0
MIR301A	86	0	0	0	4
MIR301B	78	0	0	0	0
MIR302A	69	2	3	1	3
MIR302B	73	2	0	0	0
MIR302C	68	2	0	2	2
MIR302D	68	0	4	3	1
MIR302E	72	0	0	0	0
MIR302F	51	0	0	0	0
MIR3064	66	0	0	0	0
MIR3065	79	0	0	0	0
MIR3074	81	0	0	0	0
MIR30A	71	0	0	0	0
MIR30B	88	3	2	4	7
MIR30C1	89	0	1	1	1
MIR30C2	72	0	0	0	1
MIR30D	70	2	0	0	0
MIR30E	92	1	0	0	0
MIR3115	68	4	0	1	3
MIR3116-1	74	0	0	0	0
MIR3116-2	68	0	0	0	0
MIR3117	78	0	0	0	0
MIR3118-1	76	0	0	0	1
MIR3118-2	75	0	0	0	0
MIR3118-3	75	0	0	0	0
MIR3118-4	75	0	0	0	0
MIR3119-2	85	0	0	0	0
MIR3120	81	0	0	0	0
MIR3121	77	0	0	0	0
MIR3122	73	0	0	0	0
MIR3123	75	0	0	0	0
MIR3124	67	0	0	0	0
MIR3125	78	0	0	0	0
MIR3126	74	0	0	0	0
MIR3127	76	0	0	0	0
MIR3128	66	1	0	0	3
MIR3129	76	0	0	0	0
MIR3130-1	75	0	0	0	0
MIR3131	63	0	0	0	0
MIR3132	75	0	0	0	1
MIR3133	78	0	0	0	0
MIR3134	74	0	0	0	1
MIR3135A	77	1	0	0	0
MIR3135B	68	0	0	0	0
MIR3136	78	0	2	0	3
MIR3137	75	0	0	0	0
MIR3138	82	0	0	0	0
MIR3139	76	5	2	1	1
MIR3140	90	0	1	0	0
MIR3141	61	0	0	0	0
MIR3142	82	0	0	0	0
MIR3142HG	2301	0	6	13	0
MIR3143	63	1	0	0	2
MIR3144	79	0	0	0	0
MIR3145	82	0	1	0	0
MIR3146	79	0	0	0	1
MIR3147	66	0	0	0	0
MIR3148	77	0	0	0	0
MIR3149	83	0	0	0	0
MIR3150A	80	0	0	0	0
MIR3150B	86	0	0	0	0
MIR3151	76	0	0	0	0
MIR3152	74	0	0	0	0
MIR3153	82	0	0	2	2
MIR3154	84	0	0	0	0
MIR3155A	82	0	0	0	0
MIR3155B	56	0	0	0	0
MIR3156-1	75	0	0	0	0
MIR3156-2	77	0	0	0	0
MIR3156-3	77	0	0	0	0
MIR3157	85	3	0	0	0
MIR3158-1	81	0	0	0	0
MIR3159	74	0	0	0	1
MIR3160-1	85	0	0	0	0
MIR3160-2	81	0	0	0	0
MIR3161	77	0	0	1	0
MIR3162	82	1	0	0	0
MIR3163	73	0	0	0	0
MIR3164	83	0	3	2	0
MIR3165	75	0	1	0	0
MIR3166	92	0	0	0	0
MIR3167	85	0	0	0	0
MIR3168	82	0	0	0	0
MIR3169	83	0	0	0	0
MIR3170	77	0	0	0	0
MIR31	71	2	0	0	2
MIR3171	74	0	0	0	0
MIR3173	68	3	2	1	0
MIR3174	87	1	0	0	0
MIR3175	77	0	0	0	0
MIR3176	90	0	0	0	0
MIR3177	82	0	0	0	1
MIR3178	84	2	0	0	0
MIR3179-1	84	0	0	0	0
MIR3179-2	84	0	0	0	0
MIR3179-3	84	0	0	0	0
MIR3179-4	84	0	0	0	0
MIR3180-1	94	0	0	0	0
MIR3180-2	88	0	0	0	0
MIR3180-3	94	0	0	0	0
MIR3180-4	153	0	0	0	0
MIR3180-5	153	0	0	0	0
MIR3181	73	0	0	0	0
MIR3182	63	0	0	0	0
MIR3183	84	0	0	0	0
MIR3184	75	0	0	0	0
MIR3185	68	0	0	0	0
MIR3186	85	0	0	0	0
MIR3187	70	0	0	0	0
MIR3188	85	1	1	1	1
MIR3189	73	3	1	0	1
MIR3190	80	0	0	0	0
MIR3191	76	0	0	0	0
MIR3192	77	0	1	0	1
MIR3193	55	0	0	0	0
MIR3194	73	0	0	0	0
MIR3195	84	0	0	0	0
MIR3196	64	0	0	0	0
MIR3197	73	0	0	0	0
MIR3198-1	80	0	0	0	0
MIR3198-2	80	0	0	0	0
MIR3199-1	88	0	0	0	0
MIR3199-2	86	0	0	0	0
MIR31HG	745	8	3	0	3
MIR3200	85	0	0	0	0
MIR3201	52	0	0	0	0
MIR3202-1	81	0	0	0	0
MIR3202-2	79	0	0	0	0
MIR320A	82	0	0	0	0
MIR320B1	79	0	0	0	0
MIR320B2	138	9	4	5	4
MIR320C1	88	0	0	0	0
MIR320C2	50	0	0	0	0
MIR320D1	48	2	2	1	0
MIR320D2	48	0	0	0	0
MIR320E	53	46	10	7	28
MIR323A	86	0	0	0	0
MIR323B	82	0	0	0	0
MIR324	83	2	10	3	10
MIR325	98	0	0	0	0
MIR325HG	1826	0	0	0	0
MIR326	95	11	5	1	12
MIR32	70	8	1	2	5
MIR328	75	0	0	0	0
MIR329-1	80	0	0	0	0
MIR329-2	84	0	0	0	0
MIR330	94	0	0	0	0
MIR331	94	2	0	1	2
MIR335	94	0	0	0	0
MIR337	93	0	0	0	0
MIR338	67	0	0	0	0
MIR339	94	0	0	0	0
MIR33A	69	1	0	0	0
MIR33B	96	0	0	1	0
MIR340	95	0	0	0	0
MIR342	99	1	1	1	2
MIR345	98	0	0	0	0
MIR346	95	0	0	0	0
MIR34A	110	0	0	0	0
MIR34AHG	4571	574	1445	1107	826
MIR34B	84	0	0	0	0
MIR34C	77	3	0	2	0
MIR3529	78	0	0	0	0
MIR3591	73	0	0	0	0
MIR3605	100	1	1	1	0
MIR3606	63	0	0	0	0
MIR3609	80	0	0	0	0
MIR3610	73	0	0	0	0
MIR3611	83	0	0	0	0
MIR3612	87	0	0	0	0
MIR3613	87	0	0	0	0
MIR3614	86	0	0	0	0
MIR3615	87	0	0	0	0
MIR3616	92	0	0	0	0
MIR361	72	0	1	0	0
MIR3617	79	0	0	0	0
MIR3618	88	0	0	0	0
MIR3619	83	0	0	0	0
MIR3620	79	0	0	0	0
MIR3621	85	0	0	0	0
MIR3622A	83	0	0	0	0
MIR3622B	95	0	0	0	0
MIR362	65	0	0	0	0
MIR363	75	0	0	0	0
MIR3646	84	0	0	0	0
MIR3648-1	180	0	0	0	0
MIR3648-2	180	0	0	0	0
MIR3649	66	0	0	0	0
MIR3650	60	0	0	0	0
MIR3651	90	2	1	1	1
MIR3652	131	0	0	0	0
MIR3653	110	0	0	0	0
MIR3654	56	0	0	0	0
MIR3655	83	0	0	0	0
MIR3656	69	0	0	0	0
MIR3657	117	0	0	0	0
MIR3658	56	0	0	0	0
MIR3659	99	0	0	0	0
MIR365A	87	1	2	2	4
MIR365B	111	2	0	0	1
MIR3660	100	5	4	5	3
MIR3661	96	0	0	0	0
MIR3662	95	4	0	0	2
MIR3663	97	0	0	0	0
MIR3663HG	2385	0	0	0	0
MIR3664	99	0	0	0	1
MIR3665	105	0	0	0	0
MIR3666	111	0	0	0	0
MIR3667	74	0	0	0	0
MIR3668	75	0	0	0	0
MIR3670-1	65	0	0	0	0
MIR3670-2	65	0	0	0	0
MIR3670-3	65	0	0	0	0
MIR3670-4	65	0	0	0	0
MIR3671	88	0	1	0	0
MIR3672	82	0	0	0	0
MIR3674	68	0	0	0	0
MIR3675	73	0	0	0	0
MIR367	68	3	3	3	4
MIR3677	60	0	0	0	0
MIR3678	94	0	0	0	0
MIR3679	68	19	9	5	11
MIR3680-1	87	8	2	1	0
MIR3680-2	87	0	2	0	3
MIR3681	72	0	0	0	0
MIR3681HG	3876	0	0	0	0
MIR3682	84	1	7	4	3
MIR3683	82	0	0	0	0
MIR3684	74	0	0	0	0
MIR3685	62	3	3	5	7
MIR3686	86	0	0	0	0
MIR3687-1	61	0	0	0	0
MIR3687-2	61	0	0	0	0
MIR3688-1	93	0	0	0	0
MIR3688-2	87	0	0	0	0
MIR3689A	78	0	0	0	0
MIR3689B	148	0	0	0	0
MIR3689C	72	0	0	0	0
MIR3689D1	74	0	0	0	0
MIR3689D2	80	0	0	0	0
MIR3689E	72	0	0	0	0
MIR3689F	66	0	0	0	0
MIR3690	150	0	0	0	0
MIR3691	90	1	0	0	0
MIR3692	69	1	0	0	0
MIR369	70	0	0	0	0
MIR370	75	0	0	0	0
MIR3713	45	0	0	0	0
MIR3714	65	0	0	0	0
MIR371A	67	0	0	0	0
MIR371B	66	0	0	0	0
MIR372	67	0	0	0	0
MIR373	69	15	76	68	6
MIR374A	72	0	0	1	2
MIR374B	72	0	1	1	0
MIR374C	70	0	0	0	0
MIR375	64	0	0	0	0
MIR376A1	68	0	0	0	0
MIR376A2	80	0	0	0	0
MIR376B	100	0	0	0	0
MIR376C	66	0	0	0	0
MIR377	69	0	0	0	0
MIR378A	66	0	1	0	0
MIR378B	57	0	0	0	0
MIR378C	81	0	0	0	0
MIR378D1	54	0	0	0	0
MIR378D2	98	0	0	0	0
MIR378E	79	0	0	0	0
MIR378F	78	0	0	0	0
MIR378G	41	0	0	0	0
MIR378H	83	0	0	0	0
MIR378I	76	0	0	0	0
MIR378J	109	0	2	1	0
MIR379	67	0	0	0	0
MIR380	61	0	0	0	0
MIR381	75	0	0	0	0
MIR381HG	425	0	0	0	0
MIR382	76	0	0	0	0
MIR383	73	0	0	0	0
MIR384	88	0	0	0	0
MIR3907	151	0	0	0	0
MIR3908	126	0	0	0	0
MIR3909	119	1	0	0	1
MIR3910-1	111	0	0	0	0
MIR3910-2	82	0	0	0	0
MIR3911	109	0	0	0	0
MIR3912	105	0	0	0	0
MIR3913-1	102	0	0	0	0
MIR3913-2	100	0	0	0	0
MIR3914-1	99	0	0	0	0
MIR3914-2	95	0	0	0	0
MIR3915	97	0	0	0	0
MIR3916	94	0	0	0	0
MIR3917	93	0	0	0	0
MIR3918	93	0	0	0	0
MIR3919	89	0	0	0	0
MIR3920	86	0	0	0	0
MIR3921	85	0	0	0	0
MIR3922	84	0	0	0	0
MIR3923	83	0	0	0	0
MIR3924	81	0	0	0	0
MIR3925	77	0	0	0	0
MIR3926-1	73	0	0	0	0
MIR3926-2	63	0	0	0	0
MIR3927	71	0	0	0	0
MIR3928	58	0	0	0	0
MIR3929	55	3	6	0	0
MIR3934	107	0	0	0	0
MIR3935	104	0	0	0	0
MIR3936	110	0	3	2	0
MIR3936HG	2857	79	113	51	41
MIR3937	106	0	0	0	0
MIR3938	103	0	0	0	0
MIR3939	106	8	1	6	13
MIR3940	102	0	0	0	0
MIR3941	103	2	0	0	1
MIR3942	109	1	3	6	1
MIR3943	100	0	0	0	0
MIR3944	108	1	1	9	1
MIR3945	98	0	1	1	0
MIR3945HG	986	4	11	2	1
MIR3960	91	0	0	0	0
MIR3972	87	0	0	0	0
MIR3973	107	0	0	0	0
MIR3974	96	0	0	0	0
MIR3975	70	2	0	0	4
MIR3976	139	0	0	0	0
MIR3976HG	1820	3	0	0	0
MIR3977	70	0	0	0	0
MIR3978	101	0	0	0	0
MIR409	79	0	0	0	0
MIR410	80	0	0	0	0
MIR411	96	0	0	0	0
MIR412	91	0	0	0	0
MIR421	85	32	13	9	20
MIR422A	90	0	0	0	0
MIR423	94	0	0	0	0
MIR424	98	1	0	0	3
MIR4251	61	0	0	0	0
MIR4252	63	0	0	0	0
MIR4253	68	0	0	0	0
MIR4254	76	0	0	0	0
MIR4255	72	0	0	0	0
MIR4256	64	2	2	1	1
MIR4257	86	2	2	0	5
MIR425	87	2	0	2	2
MIR4258	91	33	25	14	36
MIR4259	101	0	5	0	2
MIR4260	67	0	0	0	0
MIR4261	58	0	0	0	0
MIR4262	54	0	0	0	0
MIR4263	83	15	14	20	11
MIR4264	66	0	0	0	0
MIR4265	99	0	0	0	0
MIR4266	55	0	0	0	0
MIR4267	82	0	0	0	0
MIR4268	64	0	0	0	0
MIR4269	84	4	0	0	0
MIR4270	70	0	0	0	0
MIR4271	67	0	0	0	0
MIR4272	64	0	0	0	0
MIR4273	84	0	0	0	0
MIR4274	91	0	0	0	0
MIR4275	87	0	0	0	3
MIR4276	70	0	0	0	0
MIR4277	84	0	0	0	0
MIR4278	69	0	0	0	0
MIR4279	58	0	0	0	0
MIR4280	76	1	0	1	4
MIR4281	62	0	0	0	0
MIR4282	67	0	0	0	0
MIR4283-1	80	0	0	0	0
MIR4283-2	80	0	0	0	0
MIR4284	81	7	2	1	2
MIR4285	85	0	0	0	0
MIR4286	93	0	0	0	0
MIR4287	78	0	0	0	0
MIR4288	67	0	0	0	0
MIR4289	70	0	0	0	0
MIR4290	95	0	0	0	0
MIR4290HG	2720	0	0	0	2
MIR4291	65	0	0	0	0
MIR4292	67	0	0	0	4
MIR4293	78	0	0	0	0
MIR4294	76	0	0	0	0
MIR4295	85	1	0	0	3
MIR4296	88	0	0	0	0
MIR4297	76	0	0	0	0
MIR429	83	0	0	0	0
MIR4298	73	0	0	0	0
MIR4299	72	0	0	0	0
MIR4300	96	0	0	0	0
MIR4300HG	1840	0	0	0	6
MIR4301	66	0	0	0	0
MIR4302	60	0	0	0	0
MIR4303	66	0	0	0	0
MIR4304	62	0	0	0	1
MIR4305	102	0	0	0	0
MIR4306	91	1	3	0	0
MIR4307	84	1	0	0	1
MIR4307HG	932	15	11	12	21
MIR4308	81	0	0	0	0
MIR4309	83	0	0	0	0
MIR4310	57	0	0	0	0
MIR4311	100	0	0	0	0
MIR431	114	0	0	0	0
MIR4312	76	0	0	0	0
MIR4313	101	0	0	0	0
MIR4314	92	0	0	0	0
MIR4315-1	73	0	0	0	0
MIR4315-2	73	0	0	0	0
MIR4316	71	0	0	0	0
MIR4317	65	0	0	0	0
MIR4318	81	0	0	0	0
MIR4319	85	0	0	0	0
MIR4320	65	0	0	0	0
MIR4321	80	0	0	0	0
MIR4322	73	1	0	0	0
MIR4323	69	0	0	0	0
MIR4324	72	0	0	2	0
MIR4325	90	0	0	0	0
MIR4326	59	0	0	0	0
MIR4327	85	0	0	0	0
MIR4328	56	0	0	0	0
MIR432	94	0	0	0	0
MIR4329	71	0	0	0	0
MIR4330	105	0	0	0	0
MIR433	93	0	0	0	0
MIR4417	73	2	0	0	0
MIR4418	62	0	0	0	0
MIR4419A	77	0	0	0	0
MIR4419B	68	0	0	0	0
MIR4420	77	0	3	0	0
MIR4421	69	0	0	0	0
MIR4422	83	0	0	0	0
MIR4422HG	638	0	3	7	0
MIR4423	80	0	0	0	0
MIR4424	86	0	0	0	0
MIR4425	84	0	0	0	0
MIR4426	63	0	0	0	0
MIR4427	68	0	0	1	0
MIR4428	73	0	0	1	0
MIR4429	73	0	0	0	0
MIR4430	49	0	0	0	0
MIR4431	94	0	0	0	0
MIR4432	84	0	0	0	0
MIR4432HG	1044	0	0	0	0
